# x [pix]	y	err
0	0.0673927
1.41421	0.0349668
2.82843	0.00133214
4.24264	0.000585807
5.65685	0.000476588
7.07107	0.000233825
8.48528	2.48161e-05
9.89949	5.26993e-05
11.3137	3.07456e-05
12.7279	4.71705e-05
14.1421	1.2351e-05
15.5563	1.37229e-05
16.9706	1.28753e-05
18.3848	1.76639e-05
19.799	1.8787e-05
21.2132	1.07804e-05
22.6274	6.21777e-06
24.0416	1.12442e-06
25.4558	3.03216e-06
26.8701	2.06271e-06
28.2843	2.06364e-06
29.6985	3.5934e-06
31.1127	3.01381e-06
32.5269	2.6081e-06
33.9411	2.27024e-06
35.3553	2.59553e-06
36.7696	3.54136e-06
38.1838	1.35757e-06
39.598	1.03368e-06
41.0122	7.79851e-07
42.4264	8.4851e-07
43.8406	4.69717e-07
45.2548	5.44115e-07
46.669	5.53859e-07
48.0833	7.23934e-07
49.4975	5.07797e-07
50.9117	4.91809e-07
52.3259	9.44933e-07
53.7401	1.00741e-06
55.1543	8.54907e-07
56.5685	6.53289e-07
57.9828	4.0986e-07
59.397	8.48873e-07
60.8112	6.43376e-07
62.2254	1.06023e-06
63.6396	4.1749e-07
65.0538	3.32967e-07
66.468	3.79134e-07
67.8823	2.50957e-07
69.2965	2.05725e-07
70.7107	1.96697e-07
72.1249	1.05429e-07
73.5391	1.4244e-07
74.9533	1.12839e-07
76.3675	1.13436e-07
77.7817	1.8096e-07
79.196	1.09425e-07
80.6102	8.76016e-08
82.0244	1.04101e-07
83.4386	1.51339e-07
84.8528	1.22743e-07
86.267	1.02663e-07
87.6812	8.60406e-08
89.0955	1.45232e-07
90.5097	2.84586e-07
91.9239	1.39018e-07
93.3381	1.73775e-07
94.7523	1.64204e-07
96.1665	1.39035e-07
97.5807	1.40839e-07
98.9949	9.55709e-08
100.409	8.86805e-08
101.823	1.42142e-07
103.238	1.10306e-07
104.652	1.21623e-07
106.066	1.16525e-07
107.48	1.62844e-07
108.894	2.2892e-07
110.309	1.05322e-07
111.723	8.39705e-08
113.137	9.22519e-08
114.551	8.29888e-08
115.966	5.80885e-08
117.38	3.78951e-08
118.794	5.39198e-08
120.208	5.40112e-08
121.622	4.68325e-08
123.037	3.17384e-08
124.451	2.98963e-08
125.865	4.55898e-08
127.279	2.94126e-08
128.693	3.21872e-08
130.108	3.08876e-08
131.522	2.55123e-08
132.936	2.98158e-08
134.35	2.01881e-08
135.765	3.4209e-08
137.179	2.16913e-08
138.593	2.61932e-08
140.007	2.56757e-08
141.421	2.21958e-08
142.836	2.90504e-08
144.25	4.38407e-08
145.664	2.35629e-08
147.078	2.41974e-08
148.492	1.91758e-08
149.907	2.48219e-08
151.321	2.67662e-08
152.735	2.0453e-08
154.149	2.74311e-08
155.563	3.587e-08
156.978	6.87901e-08
158.392	4.38416e-08
159.806	4.77325e-08
161.22	3.65618e-08
162.635	5.31284e-08
164.049	4.63696e-08
165.463	4.10957e-08
166.877	3.6435e-08
168.291	3.16101e-08
169.706	3.64951e-08
171.12	2.44514e-08
172.534	2.26828e-08
173.948	2.31269e-08
175.362	2.52522e-08
176.777	4.81251e-08
178.191	3.58674e-08
179.605	3.62405e-08
181.019	2.76332e-08
182.434	2.47762e-08
183.848	4.34325e-08
185.262	3.78086e-08
186.676	8.08414e-08
188.09	4.04764e-08
189.505	3.49782e-08
190.919	2.72618e-08
192.333	2.45329e-08
193.747	2.06601e-08
195.161	1.69159e-08
196.576	2.00322e-08
197.99	2.43953e-08
199.404	2.38857e-08
200.818	1.56743e-08
202.233	1.38699e-08
203.647	1.61965e-08
205.061	1.06162e-08
206.475	1.00733e-08
207.889	1.49341e-08
209.304	1.01231e-08
210.718	1.44373e-08
212.132	9.22374e-09
213.546	7.69125e-09
214.96	1.27256e-08
216.375	5.62738e-09
217.789	9.14577e-09
219.203	6.80401e-09
220.617	9.51842e-09
222.032	1.07063e-08
223.446	7.48369e-09
224.86	6.97672e-09
226.274	6.16212e-09
227.688	6.71999e-09
229.103	8.36246e-09
230.517	6.69584e-09
231.931	6.58297e-09
233.345	1.13e-08
234.759	1.06484e-08
236.174	6.5675e-09
237.588	5.38914e-09
239.002	6.72011e-09
240.416	6.63401e-09
241.831	5.32076e-09
243.245	4.11521e-09
244.659	4.82649e-09
246.073	8.75639e-09
247.487	6.73066e-09
248.902	1.02361e-08
250.316	9.26847e-09
251.73	8.44299e-09
253.144	8.08897e-09
254.558	5.58398e-09
255.973	4.94789e-09
257.387	7.20212e-09
258.801	5.90349e-09
260.215	5.9095e-09
261.63	4.57135e-09
263.044	4.36681e-09
264.458	7.77797e-09
265.872	6.61505e-09
267.286	8.12183e-09
268.701	9.42474e-09
270.115	1.4804e-08
271.529	1.95971e-08
272.943	1.47006e-08
274.357	9.83259e-09
275.772	8.83407e-09
277.186	9.01996e-09
278.6	1.02795e-08
280.014	9.54506e-09
281.428	1.19736e-08
282.843	1.10778e-08
284.257	9.56379e-09
285.671	1.00708e-08
287.085	8.41383e-09
288.5	7.84094e-09
289.914	8.50112e-09
291.328	7.12093e-09
292.742	8.77727e-09
294.156	8.77097e-09
295.571	6.98851e-09
296.985	4.62933e-09
298.399	5.54968e-09
299.813	4.65113e-09
301.227	6.37468e-09
302.642	5.73436e-09
304.056	5.21191e-09
305.47	1.02945e-08
306.884	9.40625e-09
308.299	7.6516e-09
309.713	6.36086e-09
311.127	6.15434e-09
312.541	8.72704e-09
313.955	5.9014e-09
315.37	5.03279e-09
316.784	7.74429e-09
318.198	8.90653e-09
319.612	7.03583e-09
321.026	7.65727e-09
322.441	9.55761e-09
323.855	2.11574e-08
325.269	1.47608e-08
326.683	7.4843e-09
328.098	7.1774e-09
329.512	7.77445e-09
330.926	6.7813e-09
332.34	4.47159e-09
333.754	3.79211e-09
335.169	4.53102e-09
336.583	5.84537e-09
337.997	4.26825e-09
339.411	3.41303e-09
340.825	4.06855e-09
342.24	4.89588e-09
343.654	6.15712e-09
345.068	3.02064e-09
346.482	3.41124e-09
347.897	3.82681e-09
349.311	3.00793e-09
350.725	2.59293e-09
352.139	2.12138e-09
353.553	3.45994e-09
354.968	3.65068e-09
356.382	2.55125e-09
357.796	2.3877e-09
359.21	3.60985e-09
360.624	4.91119e-09
362.039	3.43979e-09
363.453	3.10938e-09
364.867	2.71481e-09
366.281	2.85978e-09
367.696	2.87814e-09
369.11	1.79819e-09
370.524	1.82109e-09
371.938	2.25352e-09
373.352	2.53649e-09
374.767	3.31166e-09
376.181	2.05634e-09
377.595	2.52709e-09
379.009	2.31555e-09
380.423	2.26989e-09
381.838	2.39756e-09
383.252	1.86376e-09
384.666	3.03317e-09
386.08	2.18405e-09
387.495	2.12984e-09
388.909	2.87776e-09
390.323	2.07536e-09
391.737	2.09234e-09
393.151	1.69683e-09
394.566	1.48874e-09
395.98	1.9002e-09
397.394	2.0788e-09
398.808	1.45069e-09
400.222	1.7524e-09
401.637	1.56563e-09
403.051	1.62353e-09
404.465	1.66517e-09
405.879	2.93333e-09
407.294	1.40869e-09
408.708	2.12795e-09
410.122	1.49074e-09
411.536	1.15493e-09
412.95	1.56397e-09
414.365	1.74184e-09
415.779	2.07806e-09
417.193	2.09933e-09
418.607	1.58345e-09
420.021	1.62548e-09
421.436	1.37395e-09
422.85	1.12577e-09
424.264	1.2474e-09
425.678	1.8571e-09
427.092	1.80273e-09
428.507	1.51195e-09
429.921	1.83763e-09
431.335	2.71105e-09
432.749	2.93938e-09
434.164	1.86398e-09
435.578	1.74114e-09
436.992	2.00695e-09
438.406	1.69702e-09
439.82	1.31509e-09
441.235	1.19495e-09
442.649	1.14766e-09
444.063	1.48818e-09
445.477	1.15462e-09
446.891	1.36953e-09
448.306	1.44419e-09
449.72	1.62463e-09
451.134	1.28915e-09
452.548	1.21751e-09
453.963	1.06719e-09
455.377	1.17804e-09
456.791	1.07952e-09
458.205	1.20907e-09
459.619	1.2359e-09
461.034	1.30495e-09
462.448	1.59298e-09
463.862	1.45373e-09
465.276	1.77409e-09
466.69	1.83362e-09
468.105	3.24069e-09
469.519	2.67169e-09
470.933	4.38775e-09
472.347	3.43926e-09
473.762	2.69207e-09
475.176	2.08086e-09
476.59	2.03326e-09
478.004	2.02241e-09
479.418	2.46918e-09
480.833	2.34731e-09
482.247	1.92486e-09
483.661	2.08819e-09
485.075	2.13628e-09
486.489	3.22329e-09
487.904	2.76568e-09
489.318	2.67849e-09
490.732	2.22118e-09
492.146	2.71243e-09
493.561	2.85336e-09
494.975	2.56812e-09
496.389	1.93346e-09
497.803	1.73332e-09
499.217	1.90357e-09
500.632	1.91435e-09
502.046	1.69093e-09
503.46	1.67677e-09
504.874	1.69836e-09
506.288	1.36761e-09
507.703	1.48862e-09
509.117	1.75811e-09
510.531	1.56634e-09
511.945	1.35633e-09
513.36	1.32962e-09
514.774	1.21043e-09
516.188	1.18732e-09
517.602	1.03502e-09
519.016	1.00392e-09
520.431	1.2602e-09
521.845	1.29817e-09
523.259	1.38257e-09
524.673	1.2744e-09
526.087	1.37312e-09
527.502	1.6978e-09
528.916	1.48927e-09
530.33	2.5948e-09
531.744	2.10845e-09
533.159	1.90286e-09
534.573	1.73435e-09
535.987	1.41116e-09
537.401	1.37723e-09
538.815	1.73637e-09
540.23	1.46799e-09
541.644	1.60516e-09
543.058	1.17887e-09
544.472	1.26765e-09
545.886	1.44496e-09
547.301	1.25947e-09
548.715	1.47243e-09
550.129	1.85118e-09
551.543	2.64417e-09
552.958	1.82723e-09
554.372	2.08459e-09
555.786	1.72521e-09
557.2	2.32298e-09
558.614	3.37304e-09
560.029	3.03784e-09
561.443	5.14661e-09
562.857	2.44706e-09
564.271	2.24977e-09
565.685	2.04543e-09
567.1	1.57675e-09
568.514	1.92281e-09
569.928	1.72218e-09
571.342	1.9299e-09
572.756	1.89628e-09
574.171	1.29335e-09
575.585	1.45592e-09
576.999	1.29404e-09
578.413	1.06026e-09
579.828	1.06747e-09
581.242	1.12672e-09
582.656	1.28583e-09
584.07	1.0886e-09
585.484	1.15283e-09
586.899	1.04911e-09
588.313	1.21936e-09
589.727	1.14156e-09
591.141	1.11244e-09
592.555	1.33912e-09
593.97	1.92635e-09
595.384	1.96299e-09
596.798	1.18285e-09
